"","Aspect","Catchment_Area","Catchment_Slope","srtm_30m_madrean","Mid.Slope_Positon","Modified_Catchment_Area","Normalized_Height","Slope_Height","Slope","Standardized_Height","Terrain_Ruggedness_Index_.TRI.","Valley_Depth","AHM","TD","spp","response"
"1",1.57079637050629,2.84251683524417e-07,1.57073199748993,1783,0.602028846740723,2.84251683524417e-07,0.198985576629639,4.20140171051025,1.5707288980484,349.985198974609,9.80343723297119,16.9127006530762,44.2000007629395,16,"PinDis",1
"2",6.17252826690674,1.17362424134626e-06,1.57075333595276,1800,0.587971866130829,1.17362424134626e-06,0.206014081835747,10.0657043457031,1.57073676586151,366.061431884766,16.9932880401611,38.7935981750488,44.2999992370605,16,"PinDis",1
"3",5.60844421386719,3.31183059643081e-06,1.57075572013855,1817,0.83391797542572,3.31183059643081e-06,0.0830410271883011,3.42581748962402,1.57071220874786,145.3837890625,22.1630630493164,37.8287010192871,44.2999992370605,16,"PinDis",1
"4",1.57079637050629,7.74316845308931e-07,1.5706832408905,1864,0.874737977981567,7.74316845308931e-07,0.0626310184597969,5.74459934234619,1.57076036930084,111.120002746582,28.6603584289551,85.9767150878906,44.2999992370605,16,"PinDis",1
"5",5.17603635787964,6.45075760985492e-06,1.56978118419647,1876,0.945849120616913,6.45075760985492e-06,0.027075432240963,2.73375487327576,1.57071602344513,44.9559631347656,29.0486755371094,98.2343444824219,40.4000015258789,15.6999998092651,"PinDis",1
"6",0.785398185253143,1.33967589022177e-07,1.57066369056702,1743,0.939116239547729,1.33967589022177e-07,0.0304418709129095,1.24981272220612,1.57060575485229,47.2428321838379,15.071195602417,39.8059005737305,45.5999984741211,16.1000003814697,"PinDis",1
"7",3.92699074745178,1.75513002886873e-06,1.57072269916534,1729,1,1.75513002886873e-06,0,0,1.57060575485229,-6,17.1818141937256,18.5907135009766,46.7999992370605,16.2000007629395,"PinDis",1
"8",2.35619449615479,2.46642184720258e-06,1.57071924209595,1724,0.919392168521881,2.46642184720258e-06,0.0403039269149303,0.922412872314453,1.57041525840759,63.7257919311523,14.8231182098389,21.9640140533447,46.7999992370605,16.2000007629395,"PinDis",1
"9",0.982793748378754,4.49468552687904e-06,1.57047176361084,1717,0.870104551315308,4.49468552687904e-06,0.0649477317929268,1.49834728240967,1.57064688205719,105.904937744141,17.719856262207,21.5717010498047,46.7999992370605,16.2000007629395,"PinDis",1
"10",5.49778699874878,1.06761808638112e-05,1.57075762748718,1937,0.951321005821228,1.06761808638112e-05,0.0243394859135151,2.51286578178406,1.57066929340363,41.2916221618652,33.854305267334,100.729484558105,37.7999992370605,15.5,"PinDis",1
"11",1.03037679195404,5.55619999431656e-06,1.57073485851288,1606,0.934723496437073,5.55619999431656e-06,0.0326382517814636,1.746013879776,1.5707038640976,46.6128616333008,13.3682985305786,51.7499237060547,44,16.3999996185303,"PinDis",1
"12",2.89661407470703,8.04952492217126e-07,1.57073640823364,1629,0.683380484580994,8.04952492217126e-07,0.158309772610664,6.68143320083618,1.57075273990631,252.836471557617,14.711088180542,35.5233726501465,44,16.3999996185303,"PinDis",1
"13",1.34399747848511,4.85512543946243e-07,1.5707700252533,1785,0.625379383563995,4.85512543946243e-07,0.187310308218002,12.7028036117554,1.57075595855713,329.472778320312,23.1980094909668,55.1140899658203,39.7000007629395,16,"PinDis",1
"14",1.10714876651764,4.76520199299557e-07,1.57072567939758,1777,0.149025976657867,4.76520199299557e-07,0.425487011671066,16.2729969024658,1.57067584991455,752.643310546875,11.4152851104736,21.9725818634033,39.7000007629395,16,"PinDis",1
"15",1.81577503681183,1.68644149312058e-07,1.5707391500473,1752,0.389185518026352,1.68644149312058e-07,0.305407255887985,12.0439100265503,1.57073092460632,530.905944824219,13.5478277206421,27.3916645050049,39.7000007629395,16,"PinDis",1
"16",2.35619449615479,1.54931549332105e-05,1.57074689865112,1719,0.85484790802002,1.54931549332105e-05,0.0725760534405708,5.36131906509399,1.57070100307465,119.193695068359,23.3944873809814,68.5104141235352,39.7000007629395,16,"PinDis",1
"17",0.270946860313416,2.0227530228567e-07,1.57076549530029,2079,0.842027723789215,2.0227530228567e-07,0.921013832092285,182.327178955078,1.57076752185822,1914.31384277344,26.8910312652588,15.6363773345947,35.7000007629395,15.3999996185303,"PinDis",1
"18",3.90944886207581,5.68302993997349e-07,1.57078015804291,2325,0.400112003087997,5.68302993997349e-07,0.70005601644516,147.209030151367,1.57078289985657,1625.83056640625,55.903678894043,63.0727615356445,33.2000007629395,15.1999998092651,"PinDis",1
"19",0.321750551462173,9.36890842240246e-07,1.57074820995331,1697,0.941772043704987,9.36890842240246e-07,0.0291139837354422,1.37333583831787,1.57062590122223,43.581111907959,39.2526664733887,45.7976684570312,54.5,17.1000003814697,"PinDis",1
"20",1.57079637050629,8.30023196840557e-08,1.57025730609894,2058,0.898720622062683,8.30023196840557e-08,0.949360311031342,12.3216409683228,1.57025730609894,1953.47961425781,8.28802013397217,0.657246947288513,46.5999984741211,16.6000003814697,"PinDis",1
"21",5.49778699874878,7.26273370332819e-08,1.57041525840759,2064,1,7.26273370332819e-08,1,14.5542097091675,1.57041525840759,2064,11.6820287704468,0,46.5999984741211,16.6000003814697,"PinDis",1
"22",1.4056476354599,1.34879883262329e-07,1.57061982154846,2063,0.608538508415222,1.34879883262329e-07,0.804269254207611,10.4503078460693,1.57070767879486,1658.03308105469,8.06392288208008,2.54323601722717,46.5999984741211,16.6000003814697,"PinDis",1
"23",4.95736742019653,1.5074563464168e-07,1.57061564922333,2072,0.85467940568924,1.5074563464168e-07,0.927339673042297,20.1339931488037,1.57066559791565,1921.01184082031,12.0424308776855,1.57756865024567,44.2000007629395,16.3999996185303,"PinDis",1
"24",1.32581770420074,1.08029794887443e-07,1.57065677642822,2078,0.832516133785248,1.08029794887443e-07,0.916258037090302,6.66312313079834,1.57066559791565,1903.48181152344,8.59608173370361,0.608980000019073,44.2000007629395,16.3999996185303,"PinDis",1
"25",1.44109380245209,1.76263267803733e-06,1.57075142860413,2010,0.628198325634003,1.76263267803733e-06,0.185900837182999,8.17053318023682,1.57077312469482,368.776092529297,29.0550270080566,35.7804946899414,47.4000015258789,16.6000003814697,"PinDis",1
"26",2.26124286651611,3.62222476724128e-06,1.56841957569122,1951,0.562880754470825,3.62222476724128e-06,0.218559622764587,20.1879959106445,1.57077825069427,421.72119140625,46.8713073730469,72.1803741455078,47.4000015258789,16.6000003814697,"PinDis",1
"27",6.03820657730103,2.72354782282491e-07,1.57075834274292,2037,0.662319719791412,2.72354782282491e-07,0.168840140104294,3.92291569709778,1.57075273990631,338.940399169922,17.6557312011719,19.311580657959,44.2000007629395,16.3999996185303,"PinDis",1
"28",0.540419518947601,9.22906338018947e-07,1.56931281089783,2053,0.672299325466156,9.22906338018947e-07,0.163850337266922,2.87138104438782,1.5707038640976,331.367858886719,12.816725730896,14.6530323028564,45.2999992370605,16.5,"PinDis",1
"29",2.24553728103638,2.26709835260408e-06,1.57046389579773,2075,0.872794091701508,2.26709835260408e-06,0.0636029541492462,2.15927410125732,1.57071220874786,126.357749938965,13.9652013778687,31.7899990081787,45.2999992370605,16.5,"PinDis",1
"30",0.463647603988647,7.26273370332819e-08,1.57073605060577,2171,0.905473053455353,7.26273370332819e-08,0.952736496925354,73.5647583007812,1.57073605060577,2068.107421875,32.4111595153809,3.64941024780273,45.2999992370605,16.5,"PinDis",1
"31",1.10714876651764,3.14315434479795e-06,1.55949556827545,1964,0.852274715900421,3.14315434479795e-06,0.07386264950037,2.141681432724,1.57055532932281,139.509414672852,24.2574272155762,26.8537788391113,46.2999992370605,16.6000003814697,"PinDis",1
"32",6.28318548202515,1.39770725127164e-06,1.57073879241943,1726,0.950187921524048,1.39770725127164e-06,0.0249060485512018,1.6619918346405,1.57052683830261,37.1372756958008,29.4974689483643,65.0684585571289,54.0999984741211,17.1000003814697,"PinDis",1
"33",4.63561725616455,1.74645350625724e-07,1.57072842121124,2009,0.822056889533997,1.74645350625724e-07,0.911028444766998,68.2961502075195,1.57075500488281,1829.72229003906,36.5599632263184,6.66984128952026,35.9000015258789,15.6000003814697,"PinDis",1
"34",5.38067817687988,1.12951474875445e-05,1.5707733631134,1729,0.800922095775604,1.12951474875445e-05,0.0995389521121979,17.151029586792,1.57077407836914,166.700088500977,43.1070938110352,155.153671264648,35.9000015258789,15.6000003814697,"PinDis",1
"35",3.40784478187561,6.26341443421552e-06,1.57077372074127,1673,0.955489277839661,6.26341443421552e-06,0.0222553536295891,4.71783399581909,1.57074904441833,31.3667373657227,45.7916946411133,207.268646240234,42,16.1000003814697,"PinDis",1
"36",0.41241043806076,4.52084123025998e-07,1.56371939182281,1478,0.296896547079086,4.52084123025998e-07,0.351551741361618,7.62877941131592,1.57076549530029,515.702758789062,12.8846197128296,14.0715246200562,50.9000015258789,16.8999996185303,"PinDis",1
"37",0.927295207977295,3.89634436714914e-07,1.57068192958832,1476,0.134062647819519,3.89634436714914e-07,0.56703132390976,11.2955446243286,1.57068848609924,834.340393066406,10.9932861328125,8.62495040893555,50.9000015258789,16.8999996185303,"PinDis",1
"38",3.14159274101257,1.19333137149624e-07,1.57068228721619,1487,0.498143494129181,1.19333137149624e-07,0.749071717262268,10.2085056304932,1.5706615447998,1112.36413574219,10.2420377731323,3.41970252990723,47.2999992370605,16.7000007629395,"PinDis",1
"39",0.785398185253143,2.41962038671772e-06,1.57070434093475,1473,0.66522878408432,2.41962038671772e-06,0.167385622859001,2.8885645866394,1.57066929340363,241.563323974609,12.8117504119873,14.3683815002441,48.9000015258789,16.7999992370605,"PinDis",1
"40",1.24904572963715,1.21591472179716e-06,1.5707368850708,1459,0.220692127943039,1.21591472179716e-06,0.389653950929642,22.7134418487549,1.57073950767517,564.843017578125,15.1931638717651,35.5778770446777,48.9000015258789,16.7999992370605,"PinDis",1
"41",1.19028997421265,1.27809116747812e-05,1.5707573890686,1457,0.95650726556778,1.27809116747812e-05,0.0217463541775942,3.91464686393738,1.57069623470306,25.8149166107178,11.3048067092896,176.09928894043,48.9000015258789,16.7999992370605,"PinDis",1
"42",5.46076679229736,1.54638613025782e-07,1.57076275348663,1455,0.57501220703125,1.54638613025782e-07,0.787506103515625,27.9518890380859,1.57076811790466,1144.54638671875,25.0069789886475,7.54229784011841,50,16.8999996185303,"PinDis",1
"43",5.90267896652222,4.11312981896117e-07,1.57074964046478,1431,0.619499862194061,4.11312981896117e-07,0.190250083804131,3.76893639564514,1.57074630260468,267.389373779297,16.4471893310547,16.0414962768555,50,16.8999996185303,"PinDis",1
"44",2.35619449615479,3.1256865895557e-07,1.57068061828613,1441,0.960840404033661,3.1256865895557e-07,0.0195797868072987,1.52976059913635,1.57041525840759,22.3319511413574,17.3634662628174,76.5998229980469,50,16.8999996185303,"PinDis",1
"45",2.49809145927429,5.69906251257635e-06,1.57076489925385,1457,0.9139603972435,5.69906251257635e-06,0.0430198162794113,6.67589426040649,1.57074236869812,56.93798828125,21.5133800506592,148.505950927734,50,16.8999996185303,"PinDis",1
